FeatureID	FeatureType	Contig	Strand	Left End	Right End	Num Intervals	FeatureName	db xref	function	GO biological process	locus tag	MultiFun	name	product	protein id	synonym	alternate product name	EC number	EnteroFam	GO cellular component	GO molecular function	structure	insertion sequence	regulation	molecular interaction	sequence correction	standard name	anticodon	codon recognized	note	comment	mutant phenotype	genetic interaction	transl except	modification	physical properties	evidence	ribosomal slippage	direction	pseudo	No Annotations	
ABE-0000196	CDS	Chromosome	complement	59687	60346	1	rluA	UniProtKB/Swiss-Prot:P0AA37			b0058		rluA	pseudouridine synthase for 23S rRNA (position 746) and tRNAphe(position 32)	AAC73169.1	yabO -!- ECK0059 -!- JW0057		5.4.99.-	EnteroFam0000196: Trusted threshold=574; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000198	CDS	Chromosome	complement	60358	63264	1	hepA	UniProtKB/Swiss-Prot:P60240			b0059		hepA	RNA polymerase-associated helicase protein (ATPase and RNA polymerase recycling factor)	AAC73170.1	ECK0060 -!- JW0058 -!- rapA		3.6.1.-	EnteroFam0000198: Trusted threshold=2668.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).						Interacts with the product of rpoA ASAP:10802:(interacting residues not known); by MALDI-TOF -!- Interacts with the product of rpoB ASAP:13041:(interacting residues not known); by MALDI-TOF -!- Interacts with the product of rpoC ASAP:13043:(interacting residues not known); by MALDI-TOF and LC-MS																	
ABE-0000202	CDS	Chromosome	complement	63429	65780	1	polB	UniProtKB/Swiss-Prot:P21189	enzyme; DNA - replication, repair, restriction/modification		b0060		polB	DNA polymerase II	AAC73171.1	dinA -!- ECK0061 -!- JW0059	DNA polymerase II	2.7.7.7	EnteroFam0000202: Trusted threshold=2109; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000209	CDS	Chromosome	complement	65855	66550	1	araD	UniProtKB/Swiss-Prot:P08203	enzyme; Degradation of small molecules: Carbon compounds		b0061		araD	L-ribulose-5-phosphate 4-epimerase	AAC73172.1	ECK0062 -!- JW0060	L-ribulose-5-phosphate 4-epimerase	5.1.3.4																								
ABE-0000221	CDS	Chromosome	complement	66835	68337	1	araA	UniProtKB/Swiss-Prot:P08202	enzyme; Degradation of small molecules: Carbon compounds		b0062		araA	L-arabinose isomerase	AAC73173.1	ECK0063 -!- JW0061	L-arabinose isomerase	5.3.1.4	EnteroFam0000221: Trusted threshold=1375.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000223	CDS	Chromosome	complement	68348	70048	1	araB	UniProtKB/Swiss-Prot:P08204	enzyme; Degradation of small molecules: Carbon compounds		b0063		araB	L-ribulokinase	AAC73174.1	ECK0064 -!- JW0062	L-ribulokinase	2.7.1.16	EnteroFam0000223: Trusted threshold=1508.1; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000236	CDS	Chromosome	forward	70387	71265	1	araC	UniProtKB/Swiss-Prot:P0A9E0	regulator; Degradation of small molecules: Carbon compounds		b0064		araC	DNA-binding transcriptional dual regulator	AAC73175.1	ECK0065 -!- JW0063	transcriptional regulator for ara operon		EnteroFam0000236: Trusted threshold=781.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000241	CDS	Chromosome	forward	71351	72115	1	yabI	UniProtKB/Swiss-Prot:P30149			b0065		yabI	conserved inner membrane protein	AAC73176.1	ECK0066 -!- JW5005	orf, hypothetical protein		EnteroFam0000241: Trusted threshold=591.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000244	CDS	Chromosome	complement	72229	72927	1	thiQ	UniProtKB/Swiss-Prot:P31548	putative transport; Not classified		b0066		thiQ	thiamin transporter subunit -!- ATP-binding component of ABC superfamily	AAC73177.1	ECK0067 -!- JW0065 -!- yabJ	putative ATP-binding component of a transport system		EnteroFam0000244: Trusted threshold=512.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000246	CDS	Chromosome	complement	72911	74521	1	thiP	UniProtKB/Swiss-Prot:P31549			b0067		thiP	fused thiamin transporter subunits of ABC superfamily: membrane components	AAC73178.1	ECK0068 -!- JW0066 -!- yabK			EnteroFam0000246: Trusted threshold=1310.8; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000249	CDS	Chromosome	complement	74497	75480	1	tbpA	UniProtKB/Swiss-Prot:P31550			b0068		tbpA	thiamin transporter subunit -!- periplasmic-binding component of ABC superfamily	AAC73179.1	thiB -!- ECK0069 -!- JW0067	thiamin-binding periplasmic protein		EnteroFam0000249: Trusted threshold=874.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000251	CDS	Chromosome	complement	75644	77299	1	sgrR	UniProtKB/Swiss-Prot:P33595	putative transport; Not classified		b0069		sgrR	DNA-binding transcriptional regulator	AAC73180.1	ECK0070 -!- JW0068 -!- yabN	putative transport protein																									
ABE-0000257	CDS	Chromosome	forward	77621	78799	1	setA	UniProtKB/Swiss-Prot:P31675	putative transport; Not classified		b0070		setA	broad specificity sugar efflux system	AAT48123.1	yabM -!- ECK0072 -!- JW0069										version m56: E128 to A																
ABE-0000259	CDS	Chromosome	complement	78848	79453	1	leuD	UniProtKB/Swiss-Prot:P30126	enzyme; Amino acid biosynthesis: Leucine		b0071		leuD	3-isopropylmalate isomerase subunit	AAC73182.1	ECK0073 -!- JW0070	isopropylmalate isomerase subunit	4.2.1.33	EnteroFam0000259: Trusted threshold=556.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).					expression regulated by acetate; expression is reduced by acetate																		
ABE-0000261	CDS	Chromosome	complement	79464	80864	1	leuC	UniProtKB/Swiss-Prot:P0A6A6	enzyme; Amino acid biosynthesis: Leucine		b0072		leuC	3-isopropylmalate isomerase subunit, dehydratase component	AAC73183.1	ECK0074 -!- JW0071	3-isopropylmalate isomerase (dehydratase) subunit	4.2.1.33																								
ABE-0000265	CDS	Chromosome	complement	80867	81958	1	leuB	UniProtKB/Swiss-Prot:P30125	enzyme; Amino acid biosynthesis: Leucine		b0073		leuB	3-isopropylmalate dehydrogenase	AAC73184.1	ECK0075 -!- JW5807	3-isopropylmalate dehydrogenase	1.1.1.85	EnteroFam0000265: Trusted threshold=1053.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000267	CDS	Chromosome	complement	81958	83529	1	leuA	UniProtKB/Swiss-Prot:P09151	enzyme; Amino acid biosynthesis: Leucine		b0074		leuA	2-isopropylmalate synthase	AAC73185.1	ECK0076 -!- JW0073	2-isopropylmalate synthase	2.3.3.13	EnteroFam0000267: Trusted threshold=1480.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000269	CDS	Chromosome	complement	83622	83708	1	leuL	UniProtKB/Swiss-Prot:P0AD79	leader; Amino acid biosynthesis: Leucine		b0075		leuL	leu operon leader peptide	AAC73186.1	ECK0077 -!- JW0074	leu operon leader peptide																									
ABE-0000280	CDS	Chromosome	forward	84368	85312	1	leuO	UniProtKB/Swiss-Prot:P10151	putative regulator; Amino acid biosynthesis: Leucine		b0076		leuO	DNA-binding transcriptional activator	AAC73187.1	ECK0078 -!- JW0075	probable transcriptional activator for leuABCD operon																									
ABE-0000290	CDS	Chromosome	forward	85630	87354	1	ilvI	UniProtKB/Swiss-Prot:P00893	enzyme; Amino acid biosynthesis: Isoleucine, Valine		b0077		ilvI	acetolactate synthase III, large subunit	AAC73188.1	ECK0079 -!- JW0076	acetolactate synthase III, valine sensitive, large subunit	2.2.1.6																								
ABE-0000294	CDS	Chromosome	forward	87357	87848	1	ilvH	UniProtKB/Swiss-Prot:P00894	enzyme; Amino acid biosynthesis: Isoleucine, Valine		b0078		ilvH	acetolactate synthase III, thiamin-dependent, small subunit	AAC73189.1	brnP -!- ECK0080 -!- JW0077	acetolactate synthase III, valine sensitive, small subunit	2.2.1.6	EnteroFam0000294: Trusted threshold=454.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000299	CDS	Chromosome	forward	88028	89032	1	fruR	UniProtKB/Swiss-Prot:P0ACP1	regulator; Energy metabolism, carbon: Glycolysis		b0080		fruR	DNA-binding transcriptional dual regulator	AAC73191.1	cra -!- fruC -!- shl -!- ECK0081 -!- JW0078	transcriptional repressor of fru operon and others		EnteroFam0000299: Trusted threshold=971.5; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000302	CDS	Chromosome	forward	89634	90092	1	mraZ	UniProtKB/Swiss-Prot:P22186			b0081		mraZ	conserved protein	AAC73192.1	ECK0082 -!- JW0079 -!- yabB			EnteroFam0000302: Trusted threshold=437.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000304	CDS	Chromosome	forward	90094	91035	1	mraW	UniProtKB/Swiss-Prot:P60390	orf; Not classified		b0082		mraW	S-adenosyl-dependent methyltransferase activity on membrane-located substrates	AAC73193.1	ECK0083 -!- JW0080 -!- yabC	S-adenosyl-dependent methyl transferase	2.1.1.-	EnteroFam0000304: Trusted threshold=854.9; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000306	CDS	Chromosome	forward	91032	91397	1	ftsL	UniProtKB/Swiss-Prot:P0AEN4	phenotype; Cell division		b0083		ftsL	membrane bound cell division protein at septum containing leucine zipper motif	AAC73194.1	ECK0084 -!- JW0081	cell division protein; ingrowth of wall at septum		EnteroFam0000306: Trusted threshold=272.4; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).																							
ABE-0000309	CDS	Chromosome	forward	91413	93179	1	ftsI	UniProtKB/Swiss-Prot:P0AD68	enzyme; Cell division		b0084		ftsI	transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3)	AAC73195.1	pbpB -!- sep -!- ECK0085 -!- JW0082	septum formation; penicillin-binding protein 3; peptidoglycan synthetase	2.4.1.129																								
ABE-0000311	CDS	Chromosome	forward	93166	94653	1	murE	UniProtKB/Swiss-Prot:P22188	enzyme; Murein sacculus, peptidoglycan	GO:0009252 peptidoglycan biosynthesis	b0085		murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase	AAC73196.1	ECK0086 -!- JW0083		6.3.2.13	EnteroFam0000311: Trusted threshold=1303.2; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).	GO:0005737 cytoplasm																						
ABE-0000313	CDS	Chromosome	forward	94650	96008	1	murF	UniProtKB/Swiss-Prot:P11880	enzyme; Murein sacculus, peptidoglycan		b0086	metabolism; macromolecules (cellular constituent)  biosynthesis; peptidoglycan (murein) -!- metabolism; central intermediary metabolism; peptidoglycan (murein) turnover, recycling -!- location of gene products; cytoplasm	murF	UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase	AAC73197.1	mra -!- ECK0087 -!- JW0084		6.3.2.10	EnteroFam0000313: Trusted threshold=1125; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).	GO:0005737 cytoplasm																						
ABE-0000316	CDS	Chromosome	forward	96002	97084	1	mraY	UniProtKB/Swiss-Prot:P0A6W3	catalyzes the transfer of phospho-MurNAc-pentapeptide from UDP-MurNAc-pentapeptide to undecaprenyl-phosphate as first step of the lipid cycle reactions in the peptidoglycan biosynthetic pathway	GO:0009252 peptidoglycan biosynthesis	b0087		mraY	phospho-N-acetylmuramoyl-pentapeptide transferase	AAC73198.1	ORF-Y -!- ECK0088 -!- JW0085		2.7.8.13	EnteroFam0000316: Trusted threshold=1056.3; Members of this family are defined by searches with an hmm constructed from an alignment of putative orthologous proteins from eight genomes (E. coli MG1655, E. coli EDL933, S. enterica Typhimurium LT2, S. enterica Typhi CT18, Y. pestis CO92, Y. pseudotuberculosis 32953, E. chrysanthemi 3937 and E. carotovora atroseptica SCRI1043).	GO:0005887 integral to plasma membrane	GO:0008963 phospho-N-acetylmuramoyl-pentapeptide-transferase activity																					
